PR_withPREMP
15755	332
15760	342
15788	348
15796	360
15810	363
15819	380
15825	387
15842	399
15855	403
15861	415
15883	442
15891	458
15894	471
15908	477
15914	529
15930	539
15948	543
15950	544
15968	555
15987	556
15990	558
15993	561
16022	590
16033	606
16043	609
16053	620
16061	631
16071	648
16077	669
16093	670
16115	682
16134	698
16160	699
16188	703
16199	704
16223	757
16244	761
16266	770
16275	792
16284	827
16297	834
16309	838
16314	849
16328	854
16342	875
16364	884
16375	902
16386	911
16406	940
16420	948
16423	953
16442	982
16444	993
16457	1003
16461	1004
16465	1005
16472	1014
16483	1021
16492	1027
16509	1028
16511	1030
16538	1035
16563	1036
16569	1047
16570	1055
16576	1070
16582	1076
16596	1091
16619	1100
16625	1112
16633	1131
16638	1133
16649	1145
16669	1148
16684	1153
16706	1156
16714	1162
16737	1188
16748	1202
16749	1204
16755	1218
16772	1222
16792	1231
16797	1241
16805	1280
16810	1284
16813	1296
16819	1302
16834	1305
16854	1306
16857	1309
16880	1331
16885	1341
16899	1342
16925	1343
16936	1365
16953	1371
16954	1383
16981	1392
16982	1399
17010	1411
17022	1478
17029	1500
17044	1507
17046	1517
17063	1519
17083	1520
17099	1522
17117	1527
17139	1534
17152	1543
17178	1568
17203	1574
17212	1603
17218	1604
17236	1623
17243	1624
17258	1631
17265	1646
17279	1658
17308	1670
17323	1682
17328	1684
17337	1698
17355	1704
17359	1705
17368	1710
17392	1729
17408	1750
17418	1762
17439	1781
17464	1782
17480	1794
17499	1802
17521	1809
17531	1815
17540	1819
17551	1832
17568	1844
17571	1855
17572	1885
17584	1891
17587	1910
17606	1912
17612	1919
17634	1922
17635	1923
17662	1926
17664	1958
17675	1975
17703	1977
17704	1993
17712	1997
17723	2006
17739	2007
17761	2018
17764	2026
17775	2032
17783	2038
17804	2059
17829	2061
17837	2082
17851	2108
17857	2112
17878	2116
17881	2132
17895	2160
17905	2194
17923	2198
17924	2200
17943	2209
17964	2221
17975	2249
18001	2251
18005	2268
18027	2272
18053	2289
18078	2301
18085	2303
18088	2307
18095	2316
18112	2339
18135	2349
18138	2358
18150	2369
18153	2388
18159	2399
18167	2415
18176	2417
18200	2426
18219	2430
18220	2431
18234	2435
18251	2436
18277	2441
18290	2462
18318	2463
18333	2464
18360	2466
18362	2470
18387	2479
18388	2484
18390	2500
18410	2502
18434	2512
18462	2514
18482	2522
18491	2530
18492	2533
